fir_id,district,station_id,crime_type,date,time,lat,lon,status,mo,case_summary,bns_sections,accused_ids,victim_id,vehicle,phone_hash,synthetic,data_label
SYN-2026-BLR-0259,Bengaluru South,PS-BLR-SYN-07,Chain Snatching,2025-04-16,18:54,12.86774,77.57063,Charge Sheet Filed,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1258""]",V-SYN-08258,NA,PH-SYN-05258,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0260,Mysuru,PS-MYS-SYN-08,House Burglary,2025-04-17,23:07,12.24505,76.6906,Closed,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1259""]",V-SYN-08259,NA,PH-SYN-05259,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0261,Hubballi-Dharwad,PS-HBL-SYN-09,Motorcycle Theft,2025-04-18,10:20,15.3063,75.0871,Open,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1260""]",V-SYN-08260,NA,PH-SYN-05260,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0262,Mangaluru,PS-MNG-SYN-10,UPI Fraud,2025-04-19,15:33,12.99295,74.83254,Under Investigation,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1261""]",V-SYN-08261,NA,PH-SYN-05261,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0263,Belagavi,PS-BLG-SYN-11,Mobile Phone Theft,2025-04-20,20:46,15.84039,74.42342,Charge Sheet Filed,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1262""]",V-SYN-08262,NA,PH-SYN-05262,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0264,Kalaburagi,PS-KLB-SYN-12,Chain Snatching,2025-04-21,07:59,17.32171,76.89721,Closed,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1263""]",V-SYN-08263,NA,PH-SYN-05263,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0265,Bengaluru South,PS-BLR-SYN-01,House Burglary,2025-04-22,12:12,12.93407,77.65494,Open,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1264""]",V-SYN-08264,NA,PH-SYN-05264,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0266,Mysuru,PS-MYS-SYN-02,Motorcycle Theft,2025-04-23,17:25,12.32612,76.71,Under Investigation,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1265""]",V-SYN-08265,NA,PH-SYN-05265,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0267,Hubballi-Dharwad,PS-HBL-SYN-03,UPI Fraud,2025-04-24,22:38,15.42675,75.07042,Charge Sheet Filed,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1266""]",V-SYN-08266,NA,PH-SYN-05266,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0268,Mangaluru,PS-MNG-SYN-04,Mobile Phone Theft,2025-04-25,09:51,12.8985,74.90564,Closed,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1267""]",V-SYN-08267,KA-SYN-03267,PH-SYN-05267,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0269,Belagavi,PS-BLG-SYN-05,Chain Snatching,2025-04-26,14:04,15.77052,74.48962,Open,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1268""]",V-SYN-08268,NA,PH-SYN-05268,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0270,Kalaburagi,PS-KLB-SYN-06,House Burglary,2025-04-27,19:17,17.3587,76.86095,Under Investigation,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1269""]",V-SYN-08269,NA,PH-SYN-05269,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0271,Bengaluru South,PS-BLR-SYN-07,Motorcycle Theft,2025-04-28,06:30,12.9608,77.65595,Charge Sheet Filed,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1270""]",V-SYN-08270,KA-SYN-03270,PH-SYN-05270,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0272,Mysuru,PS-MYS-SYN-08,UPI Fraud,2025-04-29,11:43,12.35306,76.62717,Closed,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1271""]",V-SYN-08271,NA,PH-SYN-05271,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0273,Hubballi-Dharwad,PS-HBL-SYN-09,Mobile Phone Theft,2025-04-30,21:56,15.38365,75.11197,Open,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-FFA329CF""]",V-SYN-08272,NA,PH-SYN-C246587E,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0274,Mangaluru,PS-MNG-SYN-10,Chain Snatching,2025-05-01,21:09,12.9445,74.87071,Under Investigation,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1273""]",V-SYN-08273,NA,PH-SYN-05273,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0275,Belagavi,PS-BLG-SYN-11,House Burglary,2025-05-02,08:22,15.89169,74.47677,Charge Sheet Filed,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1274""]",V-SYN-08274,NA,PH-SYN-05274,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0276,Kalaburagi,PS-KLB-SYN-12,Motorcycle Theft,2025-05-03,13:35,17.31776,76.82574,Closed,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1275""]",V-SYN-08275,NA,PH-SYN-05275,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0277,Bengaluru South,PS-BLR-SYN-01,UPI Fraud,2025-05-04,18:48,12.94645,77.63601,Open,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1276""]",V-SYN-08276,NA,PH-SYN-05276,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0278,Mysuru,PS-MYS-SYN-02,Mobile Phone Theft,2025-05-05,23:01,12.29354,76.63372,Under Investigation,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1277""]",V-SYN-08277,NA,PH-SYN-05277,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0279,Hubballi-Dharwad,PS-HBL-SYN-03,Chain Snatching,2025-05-06,10:14,15.41623,75.18217,Charge Sheet Filed,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1278""]",V-SYN-08278,NA,PH-SYN-05278,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0280,Mangaluru,PS-MNG-SYN-04,House Burglary,2025-05-07,15:27,12.98429,74.82474,Closed,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1279""]",V-SYN-08279,NA,PH-SYN-05279,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0281,Belagavi,PS-BLG-SYN-05,Motorcycle Theft,2025-05-08,20:40,15.84902,74.53749,Open,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1280""]",V-SYN-08280,NA,PH-SYN-05280,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0282,Kalaburagi,PS-KLB-SYN-06,UPI Fraud,2025-05-09,07:53,17.37094,76.78775,Under Investigation,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1281""]",V-SYN-08281,NA,PH-SYN-05281,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0283,Bengaluru South,PS-BLR-SYN-07,Mobile Phone Theft,2025-05-10,12:06,12.87559,77.60108,Charge Sheet Filed,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1282""]",V-SYN-08282,KA-SYN-03282,PH-SYN-05282,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0284,Mysuru,PS-MYS-SYN-08,Chain Snatching,2025-05-11,17:19,12.32242,76.59978,Closed,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1283""]",V-SYN-08283,NA,PH-SYN-05283,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0285,Hubballi-Dharwad,PS-HBL-SYN-09,House Burglary,2025-05-12,22:32,15.30323,75.14887,Open,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1284""]",V-SYN-08284,NA,PH-SYN-05284,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0286,Mangaluru,PS-MNG-SYN-10,Motorcycle Theft,2025-05-13,09:45,12.97101,74.92781,Under Investigation,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1285""]",V-SYN-08285,KA-SYN-03285,PH-SYN-05285,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0287,Belagavi,PS-BLG-SYN-11,UPI Fraud,2025-05-14,14:58,15.88117,74.50917,Charge Sheet Filed,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1286""]",V-SYN-08286,NA,PH-SYN-05286,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0288,Kalaburagi,PS-KLB-SYN-12,Mobile Phone Theft,2025-05-15,19:11,17.38365,76.84076,Closed,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1287""]",V-SYN-08287,NA,PH-SYN-05287,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0289,Bengaluru South,PS-BLR-SYN-01,Chain Snatching,2025-05-16,06:24,12.94048,77.53542,Open,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1288""]",V-SYN-08288,NA,PH-SYN-05288,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0290,Mysuru,PS-MYS-SYN-02,Motorcycle Theft,2025-05-17,22:37,12.28367,76.6111,Under Investigation,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-CCD4CBC4""]",V-SYN-08289,NA,PH-SYN-B44ABBFE,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0291,Hubballi-Dharwad,PS-HBL-SYN-03,Motorcycle Theft,2025-05-18,16:50,15.44035,75.06124,Charge Sheet Filed,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1290""]",V-SYN-08290,NA,PH-SYN-05290,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0292,Mangaluru,PS-MNG-SYN-04,UPI Fraud,2025-05-19,21:03,12.88804,74.79201,Closed,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1291""]",V-SYN-08291,NA,PH-SYN-05291,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0293,Belagavi,PS-BLG-SYN-05,Mobile Phone Theft,2025-05-20,08:16,15.9073,74.48448,Open,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1292""]",V-SYN-08292,NA,PH-SYN-05292,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0294,Kalaburagi,PS-KLB-SYN-06,Chain Snatching,2025-05-21,13:29,17.36684,76.86749,Under Investigation,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1293""]",V-SYN-08293,NA,PH-SYN-05293,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0295,Bengaluru South,PS-BLR-SYN-07,House Burglary,2025-05-22,18:42,13.00371,77.60218,Charge Sheet Filed,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1294""]",V-SYN-08294,NA,PH-SYN-05294,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0296,Mysuru,PS-MYS-SYN-08,Motorcycle Theft,2025-05-23,23:55,12.30724,76.66317,Closed,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1295""]",V-SYN-08295,NA,PH-SYN-05295,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0297,Hubballi-Dharwad,PS-HBL-SYN-09,UPI Fraud,2025-05-24,10:08,15.41532,75.07655,Open,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1296""]",V-SYN-08296,NA,PH-SYN-05296,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0298,Mangaluru,PS-MNG-SYN-10,Mobile Phone Theft,2025-05-25,15:21,12.9414,74.9315,Under Investigation,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1297""]",V-SYN-08297,KA-SYN-03297,PH-SYN-05297,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0299,Belagavi,PS-BLG-SYN-11,Chain Snatching,2025-05-26,20:34,15.87079,74.45173,Charge Sheet Filed,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1298""]",V-SYN-08298,NA,PH-SYN-05298,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0300,Kalaburagi,PS-KLB-SYN-12,House Burglary,2025-05-27,07:47,17.27503,76.7576,Closed,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1299""]",V-SYN-08299,NA,PH-SYN-05299,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0301,Bengaluru South,PS-BLR-SYN-01,Motorcycle Theft,2025-05-28,12:00,12.94019,77.64001,Open,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1300""]",V-SYN-08300,KA-SYN-03300,PH-SYN-05300,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0302,Mysuru,PS-MYS-SYN-02,UPI Fraud,2025-05-29,17:13,12.3047,76.70761,Under Investigation,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1301""]",V-SYN-08301,NA,PH-SYN-05301,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0303,Hubballi-Dharwad,PS-HBL-SYN-03,Mobile Phone Theft,2025-05-30,22:26,15.37595,75.05999,Charge Sheet Filed,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1302""]",V-SYN-08302,NA,PH-SYN-05302,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0304,Mangaluru,PS-MNG-SYN-04,Chain Snatching,2025-05-31,09:39,12.83943,74.81408,Closed,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1303""]",V-SYN-08303,NA,PH-SYN-05303,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0305,Belagavi,PS-BLG-SYN-05,House Burglary,2025-06-01,14:52,15.86383,74.57365,Open,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1304""]",V-SYN-08304,NA,PH-SYN-05304,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0306,Kalaburagi,PS-KLB-SYN-06,Motorcycle Theft,2025-06-02,19:05,17.30702,76.77455,Under Investigation,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1305""]",V-SYN-08305,NA,PH-SYN-05305,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0307,Bengaluru South,PS-BLR-SYN-07,Motorcycle Theft,2025-06-03,21:18,12.92262,77.52254,Charge Sheet Filed,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-D49B3EA9""]",V-SYN-08306,KA-SYN-03306,PH-SYN-B47FC863,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0308,Mysuru,PS-MYS-SYN-08,Mobile Phone Theft,2025-06-04,11:31,12.33619,76.71553,Closed,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1307""]",V-SYN-08307,NA,PH-SYN-05307,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0309,Hubballi-Dharwad,PS-HBL-SYN-09,Chain Snatching,2025-06-05,16:44,15.30795,75.19872,Open,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1308""]",V-SYN-08308,NA,PH-SYN-05308,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0310,Mangaluru,PS-MNG-SYN-10,House Burglary,2025-06-06,21:57,12.90044,74.83499,Under Investigation,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1309""]",V-SYN-08309,NA,PH-SYN-05309,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0311,Belagavi,PS-BLG-SYN-11,Motorcycle Theft,2025-06-07,08:10,15.79745,74.4816,Charge Sheet Filed,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1310""]",V-SYN-08310,NA,PH-SYN-05310,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0312,Kalaburagi,PS-KLB-SYN-12,UPI Fraud,2025-06-08,13:23,17.26682,76.90294,Closed,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1311""]",V-SYN-08311,NA,PH-SYN-05311,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0313,Bengaluru South,PS-BLR-SYN-01,Mobile Phone Theft,2025-06-09,18:36,13.00303,77.63869,Open,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1312""]",V-SYN-08312,KA-SYN-03312,PH-SYN-05312,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0314,Mysuru,PS-MYS-SYN-02,Chain Snatching,2025-06-10,23:49,12.3325,76.64584,Under Investigation,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1313""]",V-SYN-08313,NA,PH-SYN-05313,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0315,Hubballi-Dharwad,PS-HBL-SYN-03,House Burglary,2025-06-11,10:02,15.33313,75.11874,Charge Sheet Filed,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1314""]",V-SYN-08314,NA,PH-SYN-05314,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0316,Mangaluru,PS-MNG-SYN-04,Motorcycle Theft,2025-06-12,15:15,12.9152,74.85196,Closed,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1315""]",V-SYN-08315,KA-SYN-03315,PH-SYN-05315,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0317,Belagavi,PS-BLG-SYN-05,UPI Fraud,2025-06-13,20:28,15.87365,74.53422,Open,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1316""]",V-SYN-08316,NA,PH-SYN-05316,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0318,Kalaburagi,PS-KLB-SYN-06,Mobile Phone Theft,2025-06-14,07:41,17.31275,76.89971,Under Investigation,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1317""]",V-SYN-08317,NA,PH-SYN-05317,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0319,Bengaluru South,PS-BLR-SYN-07,Chain Snatching,2025-06-15,12:54,12.90903,77.672,Charge Sheet Filed,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1318""]",V-SYN-08318,NA,PH-SYN-05318,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0320,Mysuru,PS-MYS-SYN-08,House Burglary,2025-06-16,17:07,12.28562,76.64703,Closed,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1319""]",V-SYN-08319,NA,PH-SYN-05319,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0321,Hubballi-Dharwad,PS-HBL-SYN-09,Motorcycle Theft,2025-06-17,22:20,15.41603,75.13858,Open,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1320""]",V-SYN-08320,NA,PH-SYN-05320,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0322,Mangaluru,PS-MNG-SYN-10,UPI Fraud,2025-06-18,09:33,12.85422,74.90646,Under Investigation,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1321""]",V-SYN-08321,NA,PH-SYN-05321,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0323,Belagavi,PS-BLG-SYN-11,Mobile Phone Theft,2025-06-19,14:46,15.92761,74.49413,Charge Sheet Filed,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1322""]",V-SYN-08322,NA,PH-SYN-05322,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0324,Kalaburagi,PS-KLB-SYN-12,Chain Snatching,2025-06-20,22:59,17.39107,76.79312,Closed,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-69585E0D""]",V-SYN-08323,NA,PH-SYN-CB8C1321,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0325,Bengaluru South,PS-BLR-SYN-01,House Burglary,2025-06-21,06:12,12.89134,77.58794,Open,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1324""]",V-SYN-08324,NA,PH-SYN-05324,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0326,Mysuru,PS-MYS-SYN-02,Motorcycle Theft,2025-06-22,11:25,12.38799,76.62741,Under Investigation,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1325""]",V-SYN-08325,NA,PH-SYN-05325,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0327,Hubballi-Dharwad,PS-HBL-SYN-03,UPI Fraud,2025-06-23,16:38,15.37493,75.18441,Charge Sheet Filed,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1326""]",V-SYN-08326,NA,PH-SYN-05326,true,SYNTHETIC DEMO DATA
