fir_id,data_version,language,case_summary,mo,crime_type_label,district_label
SYN-2026-BLG-0293,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಳಗಾವಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ Mobile Phone Theft. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLG-0293 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLG-0293 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,Mobile Phone Theft,ಬೆಳಗಾವಿ
SYN-2026-KLB-0294,synthetic-20260717-1000,en,Synthetic report of evening chain snatching near a commercial or transit corridor.,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Chain Snatching,Kalaburagi
SYN-2026-KLB-0294,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಕಲಬುರಗಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಸರ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-KLB-0294 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-KLB-0294 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಸರ ಕಳವು,ಕಲಬುರಗಿ
SYN-2026-BLR-0295,synthetic-20260717-1000,en,Synthetic report of residential burglary during a predictable unoccupied window.,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,House Burglary,Bengaluru South
SYN-2026-BLR-0295,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮನೆ ಕಳ್ಳತನ. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLR-0295 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLR-0295 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಮನೆ ಕಳ್ಳತನ,ಬೆಂಗಳೂರು ದಕ್ಷಿಣ
SYN-2026-MYS-0296,synthetic-20260717-1000,en,Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Motorcycle Theft,Mysuru
SYN-2026-MYS-0296,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಮೈಸೂರು ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-MYS-0296 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-MYS-0296 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು,ಮೈಸೂರು
SYN-2026-HBL-0297,synthetic-20260717-1000,en,Synthetic report of a social-engineering payment fraud using a disposable phone number.,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,UPI Fraud,Hubballi-Dharwad
SYN-2026-HBL-0297,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಯುಪಿಐ ವಂಚನೆ. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-HBL-0297 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-HBL-0297 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಯುಪಿಐ ವಂಚನೆ,ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ
SYN-2026-MNG-0298,synthetic-20260717-1000,en,Synthetic report of a handset theft in a crowded public place.,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Mobile Phone Theft,Mangaluru
SYN-2026-MNG-0298,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಮಂಗಳೂರು ವ್ಯಾಪ್ತಿಯಲ್ಲಿ Mobile Phone Theft. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-MNG-0298 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-MNG-0298 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,Mobile Phone Theft,ಮಂಗಳೂರು
SYN-2026-BLG-0299,synthetic-20260717-1000,en,Synthetic report of evening chain snatching near a commercial or transit corridor.,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Chain Snatching,Belagavi
SYN-2026-BLG-0299,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಳಗಾವಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಸರ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLG-0299 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLG-0299 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಸರ ಕಳವು,ಬೆಳಗಾವಿ
SYN-2026-KLB-0300,synthetic-20260717-1000,en,Synthetic report of residential burglary during a predictable unoccupied window.,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,House Burglary,Kalaburagi
SYN-2026-KLB-0300,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಕಲಬುರಗಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮನೆ ಕಳ್ಳತನ. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-KLB-0300 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-KLB-0300 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಮನೆ ಕಳ್ಳತನ,ಕಲಬುರಗಿ
SYN-2026-BLR-0301,synthetic-20260717-1000,en,Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Motorcycle Theft,Bengaluru South
SYN-2026-BLR-0301,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLR-0301 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLR-0301 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು,ಬೆಂಗಳೂರು ದಕ್ಷಿಣ
SYN-2026-MYS-0302,synthetic-20260717-1000,en,Synthetic report of a social-engineering payment fraud using a disposable phone number.,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,UPI Fraud,Mysuru
SYN-2026-MYS-0302,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಮೈಸೂರು ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಯುಪಿಐ ವಂಚನೆ. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-MYS-0302 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-MYS-0302 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಯುಪಿಐ ವಂಚನೆ,ಮೈಸೂರು
SYN-2026-HBL-0303,synthetic-20260717-1000,en,Synthetic report of a handset theft in a crowded public place.,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Mobile Phone Theft,Hubballi-Dharwad
SYN-2026-HBL-0303,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ Mobile Phone Theft. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-HBL-0303 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-HBL-0303 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,Mobile Phone Theft,ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ
SYN-2026-MNG-0304,synthetic-20260717-1000,en,Synthetic report of evening chain snatching near a commercial or transit corridor.,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Chain Snatching,Mangaluru
SYN-2026-MNG-0304,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಮಂಗಳೂರು ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಸರ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-MNG-0304 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-MNG-0304 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಸರ ಕಳವು,ಮಂಗಳೂರು
SYN-2026-BLG-0305,synthetic-20260717-1000,en,Synthetic report of residential burglary during a predictable unoccupied window.,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,House Burglary,Belagavi
SYN-2026-BLG-0305,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಳಗಾವಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮನೆ ಕಳ್ಳತನ. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLG-0305 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLG-0305 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಮನೆ ಕಳ್ಳತನ,ಬೆಳಗಾವಿ
SYN-2026-KLB-0306,synthetic-20260717-1000,en,Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Motorcycle Theft,Kalaburagi
SYN-2026-KLB-0306,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಕಲಬುರಗಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-KLB-0306 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-KLB-0306 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು,ಕಲಬುರಗಿ
SYN-2026-BLR-0307,synthetic-20260717-1000,en,Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Motorcycle Theft,Bengaluru South
SYN-2026-BLR-0307,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLR-0307 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLR-0307 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು,ಬೆಂಗಳೂರು ದಕ್ಷಿಣ
SYN-2026-MYS-0308,synthetic-20260717-1000,en,Synthetic report of a handset theft in a crowded public place.,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Mobile Phone Theft,Mysuru
SYN-2026-MYS-0308,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಮೈಸೂರು ವ್ಯಾಪ್ತಿಯಲ್ಲಿ Mobile Phone Theft. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-MYS-0308 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-MYS-0308 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,Mobile Phone Theft,ಮೈಸೂರು
SYN-2026-HBL-0309,synthetic-20260717-1000,en,Synthetic report of evening chain snatching near a commercial or transit corridor.,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Chain Snatching,Hubballi-Dharwad
SYN-2026-HBL-0309,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಸರ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-HBL-0309 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-HBL-0309 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಸರ ಕಳವು,ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ
SYN-2026-MNG-0310,synthetic-20260717-1000,en,Synthetic report of residential burglary during a predictable unoccupied window.,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,House Burglary,Mangaluru
SYN-2026-MNG-0310,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಮಂಗಳೂರು ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮನೆ ಕಳ್ಳತನ. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-MNG-0310 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-MNG-0310 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಮನೆ ಕಳ್ಳತನ,ಮಂಗಳೂರು
SYN-2026-BLG-0311,synthetic-20260717-1000,en,Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Motorcycle Theft,Belagavi
SYN-2026-BLG-0311,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಳಗಾವಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLG-0311 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLG-0311 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು,ಬೆಳಗಾವಿ
SYN-2026-KLB-0312,synthetic-20260717-1000,en,Synthetic report of a social-engineering payment fraud using a disposable phone number.,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,UPI Fraud,Kalaburagi
SYN-2026-KLB-0312,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಕಲಬುರಗಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಯುಪಿಐ ವಂಚನೆ. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-KLB-0312 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-KLB-0312 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಯುಪಿಐ ವಂಚನೆ,ಕಲಬುರಗಿ
SYN-2026-BLR-0313,synthetic-20260717-1000,en,Synthetic report of a handset theft in a crowded public place.,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Mobile Phone Theft,Bengaluru South
SYN-2026-BLR-0313,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ Mobile Phone Theft. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLR-0313 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLR-0313 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,Mobile Phone Theft,ಬೆಂಗಳೂರು ದಕ್ಷಿಣ
SYN-2026-MYS-0314,synthetic-20260717-1000,en,Synthetic report of evening chain snatching near a commercial or transit corridor.,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Chain Snatching,Mysuru
SYN-2026-MYS-0314,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಮೈಸೂರು ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಸರ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-MYS-0314 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-MYS-0314 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಸರ ಕಳವು,ಮೈಸೂರು
SYN-2026-HBL-0315,synthetic-20260717-1000,en,Synthetic report of residential burglary during a predictable unoccupied window.,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,House Burglary,Hubballi-Dharwad
SYN-2026-HBL-0315,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಮನೆ ಕಳ್ಳತನ. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-HBL-0315 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-HBL-0315 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಮನೆ ಕಳ್ಳತನ,ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ
SYN-2026-MNG-0316,synthetic-20260717-1000,en,Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Motorcycle Theft,Mangaluru
SYN-2026-MNG-0316,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಮಂಗಳೂರು ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-MNG-0316 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-MNG-0316 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳವು,ಮಂಗಳೂರು
SYN-2026-BLG-0317,synthetic-20260717-1000,en,Synthetic report of a social-engineering payment fraud using a disposable phone number.,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,UPI Fraud,Belagavi
SYN-2026-BLG-0317,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಳಗಾವಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಯುಪಿಐ ವಂಚನೆ. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLG-0317 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLG-0317 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಯುಪಿಐ ವಂಚನೆ,ಬೆಳಗಾವಿ
SYN-2026-KLB-0318,synthetic-20260717-1000,en,Synthetic report of a handset theft in a crowded public place.,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Mobile Phone Theft,Kalaburagi
SYN-2026-KLB-0318,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಕಲಬುರಗಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ Mobile Phone Theft. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-KLB-0318 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-KLB-0318 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,Mobile Phone Theft,ಕಲಬುರಗಿ
SYN-2026-BLR-0319,synthetic-20260717-1000,en,Synthetic report of evening chain snatching near a commercial or transit corridor.,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Chain Snatching,Bengaluru South
SYN-2026-BLR-0319,synthetic-20260717-1000,kn,ಕೃತಕ ಪ್ರಕರಣ ದಾಖಲೆ: ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಸರ ಕಳವು. ಪರಿಶೀಲನೆಗಾಗಿ SYN-2026-BLR-0319 ಮೂಲ ದಾಖಲೆಯನ್ನು ನೋಡಿ.,ಕಾರ್ಯವಿಧಾನದ ಸಂಪೂರ್ಣ ವಿವರವನ್ನು SYN-2026-BLR-0319 ಇಂಗ್ಲಿಷ್ ಮೂಲ ದಾಖಲೆಯೊಂದಿಗೆ ಮಾನವ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು.,ಸರ ಕಳವು,ಬೆಂಗಳೂರು ದಕ್ಷಿಣ
SYN-2026-MYS-0320,synthetic-20260717-1000,en,Synthetic report of residential burglary during a predictable unoccupied window.,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,House Burglary,Mysuru
